title	type	url_slug	venue	date	location	talk_url	description
Future Open RAN – Intelligence and Challenges	Talk	talk-1	SCEEM Research Conference, University of Bristol	2021-04-01	Bristol, UK (online)	https://youtu.be/uRPFlP-fEr4	O-RAN, by virtue of its open-source software and hardware and cost advantage compared to traditional RANs, greatly appeal to network operators in the contemporary 5G large-scale deployment period. This talk presented some of the intelligence in ORAN and challenges in general.
